,RADeg,decDeg,SNR,numSigPix,deltaT_c,fluxmJy,method,catalog_idx,snr_threshold,iter_num,idx,remeasured,component,patch_num,patch_idx
101267,25.502000000000088,5.521333333333352,59.113634729141545,12,349.87145612257376,0.8257445175399107,catalog,37,50.0,76,52,True,cib,0,109711
97489,26.45666666666676,5.863333333333353,58.87994374165046,13,420.05946972809255,0.9908083355545764,catalog,109,50.0,57,53,True,cib,0,105789
97490,25.659333333333414,5.116666666666685,58.43231823441378,9,431.43345903033327,1.018911308529883,catalog,114,50.0,57,54,True,cib,0,105792
97491,26.50733333333342,5.725333333333353,57.81823159419199,9,411.16939583263513,0.9700762931742116,catalog,257,50.0,57,55,True,cib,0,105793
97492,26.728000000000097,5.016666666666684,57.47928061124718,9,428.6397185414677,1.012470364358343,catalog,5,50.0,57,56,True,cib,0,105794
101268,25.08466666666675,5.816666666666686,57.35265369906099,9,350.0263113410812,0.8256870844779753,catalog,3315,50.0,76,57,True,radio,0,109712
101269,26.27866666666677,5.431333333333352,57.2908011291696,10,354.34898923882025,0.8364378259725371,catalog,65049,50.0,76,58,True,radio,0,109713
97493,26.27400000000009,6.517333333333355,56.97037501695826,9,384.4015393946327,0.9055787761186518,catalog,287,50.0,57,59,True,cib,0,105795
97494,26.025333333333432,5.94200000000002,56.94601070500596,9,383.0377413871009,0.9033552358901624,catalog,178,50.0,57,60,True,cib,0,105796
16,26.89200000000008,5.512000000000018,56.81707436890272,9,832.3398207689914,1.964466508268389,catalog,6,50.0,4,61,False,cib,0,18
101270,26.36266666666675,6.011333333333353,56.078803278086,9,352.29108360003823,0.8307373329557871,map,-1,50.0,76,62,True,unknown,0,109714
101542,26.034000000000077,5.786000000000019,56.04971400523995,9,337.03089966161,0.7950750562951465,map,-1,50.0,85,63,True,unknown,0,109997
101271,25.147333333333403,5.895333333333353,55.78734538473884,8,330.6474087060798,0.779864380383615,catalog,28,50.0,76,64,True,cib,0,109715
101272,26.680000000000096,5.029333333333351,55.77552369247501,8,347.98433711026496,0.8219421702182298,catalog,43065,50.0,76,65,True,radio,0,109716
97495,26.472666666666743,6.624666666666689,55.181008199899225,7,364.5890922016555,0.858718677367495,catalog,172,50.0,57,66,True,cib,0,105799
97496,25.380000000000077,5.709333333333353,54.99176770904988,8,360.07739968299205,0.8495581972184799,catalog,101655,50.0,57,67,True,radio,0,105800
101562,26.986666666666757,6.86466666666669,54.90779063101345,7,323.0109904685191,0.7604132599848693,catalog,57649,50.0,89,68,True,radio,0,110018
17,25.012000000000093,6.248666666666688,54.49914157637071,6,676.5282859385529,1.5946114496469443,catalog,2,50.0,4,69,False,cib,0,19
97497,25.886666666666745,5.827333333333353,54.27387386931354,5,362.5757515981392,0.8552741468833526,catalog,461,50.0,57,70,True,cib,0,105801
18,26.70400000000009,5.286666666666685,54.24453073740866,5,840.9976216395474,1.985637748083169,catalog,18,50.0,4,71,False,cib,0,20
97498,25.22333333333341,6.4340000000000215,53.55751938219987,6,325.37963139664964,0.766660467457029,catalog,35,50.0,57,72,True,cib,0,105803
97499,25.919333333333427,5.643333333333352,53.11753013191844,5,352.1761677987224,0.8310106279825734,catalog,533,50.0,57,73,True,cib,0,105804
97500,26.94866666666675,6.919333333333356,52.97654766968082,5,341.7539262000364,0.804443745066878,catalog,234,50.0,57,74,True,cib,0,105805
97501,25.684000000000072,5.65400000000002,52.79357041053351,12,351.0866662635474,0.8284245795989483,catalog,117,50.0,57,75,True,cib,0,105806
97502,25.50600000000008,5.133333333333351,52.58907441924464,5,364.7637205092816,0.8614356669427121,catalog,101671,50.0,57,76,True,cib,0,105807
97503,25.245333333333427,5.752000000000019,52.44618973905892,4,353.73217559001483,0.8345246081253618,catalog,13,50.0,57,77,True,cib,0,105808
101273,26.64533333333342,5.543333333333352,52.31865563959685,3,319.7041374755092,0.7545177906636604,catalog,986,50.0,76,78,True,cib,0,109718
19,26.83066666666675,6.9366666666666905,52.31249255583708,3,693.068442646381,1.6313315632689829,catalog,11,50.0,4,79,False,cib,0,21
97504,26.77066666666676,5.021333333333351,51.70914134495394,1,385.6125411151247,0.9108313817702964,catalog,131,50.0,57,80,True,cib,0,105810
97505,25.896666666666743,5.445333333333352,51.478081200031866,1,341.9244556667902,0.8070909480080226,catalog,306,50.0,57,81,True,cib,0,105812
97506,26.861333333333416,5.054666666666684,50.9362984123452,1,373.9070701461346,0.8831377427776463,catalog,19300,50.0,57,82,True,radio,0,105816
97507,26.8160000000001,5.780666666666686,50.595611976991776,2,336.49814239919147,0.7938257557770778,catalog,1373,50.0,57,83,True,cib,0,105818
97508,25.70400000000007,6.252000000000021,50.53493723512537,1,329.1473412600397,0.7758119797896166,map,-1,50.0,57,84,True,unknown,0,105819
101543,25.69800000000009,6.058666666666687,50.52705579877025,1,301.730799269062,0.7114494072120552,map,-1,50.0,85,85,True,unknown,0,109998
97509,26.357333333333436,6.01200000000002,50.48734529432618,4,354.5975566548605,0.8361752079384825,map,-1,50.0,57,86,True,unknown,0,105821
20,26.25266666666676,6.611333333333356,50.48031091086402,1,719.3867742765347,1.6944214444030552,catalog,6043,50.0,5,87,False,radio,0,22
101274,25.96600000000008,6.915333333333357,50.446173462151535,1,299.8678387765633,0.7058554304723544,catalog,2526,50.0,76,88,True,radio,0,109720
101275,26.8440000000001,5.5066666666666855,50.29489955685407,1,304.3040780860976,0.71821686238996,map,-1,50.0,76,89,True,unknown,0,109721
97510,26.60400000000009,5.792000000000019,50.09094441154418,1,353.53783963444545,0.8340069960672466,catalog,162,50.0,57,90,True,cib,0,105822
97511,26.723333333333414,5.250666666666684,50.03541049284056,1,351.61901077265594,0.8302385789420624,map,-1,50.0,57,91,True,unknown,0,105823
101276,25.471333333333423,5.3480000000000185,50.02425269638737,1,303.7718021371124,0.7171493143901662,catalog,3936,50.0,76,92,True,radio,0,109722
21,25.420666666666737,6.574666666666689,49.72027783031936,13,642.5852880077889,1.5136382118992384,catalog,7,40.0,6,93,False,cib,0,23
97512,26.25466666666675,5.5260000000000185,49.68673179747061,46,349.4027861973568,0.8246319642238623,catalog,272,25.0,59,94,True,cib,0,105827
22,25.015333333333416,5.334000000000018,49.23620519734734,13,751.6840150912034,1.774627832281023,catalog,24,40.0,6,95,False,cib,0,24
101277,25.71266666666674,6.624000000000023,49.1935321472583,44,291.2892128658182,0.6860760004914611,catalog,1133,25.0,77,96,True,cib,0,109723
101278,26.5920000000001,5.661333333333353,48.48126243411112,42,297.16538526383926,0.7011829996723692,catalog,15924,25.0,77,97,True,radio,0,109724
97513,25.508000000000077,6.296000000000022,48.429153685771134,46,302.21434969067,0.7122695808368364,catalog,144,25.0,59,98,True,cib,0,105828
23,26.11733333333342,5.538000000000019,48.19969188268453,11,713.1569769070844,1.6831012075033192,catalog,57,40.0,6,99,False,cib,0,25
24,26.15466666666676,5.404000000000019,48.1733458056882,11,728.9184020068222,1.7206843321273575,catalog,10,40.0,6,100,False,cib,0,26
97514,26.832666666666743,5.220666666666684,47.67175759614876,39,329.4442533822517,0.7779175845537788,catalog,512,25.0,59,101,True,cib,0,105829
101279,25.99133333333342,6.961333333333357,46.16005075732117,42,273.5387697638041,0.643816586014944,catalog,208,25.0,77,102,True,cib,0,109726
101544,26.75800000000009,5.149333333333351,45.68697510731488,40,281.1144820384258,0.6638707566507644,catalog,958,25.0,86,103,True,cib,0,109999
97515,25.316666666666755,6.260000000000021,45.64461781036105,46,282.4037558375079,0.6656254292161873,catalog,86,25.0,59,104,True,cib,0,105831
97516,26.142000000000078,5.355333333333351,45.32303237669433,51,304.0317190989768,0.7177544090414912,catalog,7030,25.0,59,105,True,radio,0,105832
101280,25.718000000000085,6.99666666666669,45.22297566249437,40,266.6548812570189,0.6275669802524053,catalog,271,25.0,77,106,True,cib,0,109727
97517,26.2300000000001,5.242666666666684,45.00886791242489,37,311.2847030364975,0.735011214994975,catalog,143,25.0,59,107,True,cib,0,105833
97518,26.134000000000093,5.1846666666666845,44.74421426076534,54,309.7668430433005,0.731494711314559,catalog,322,25.0,59,108,True,cib,0,105835
97519,26.82000000000009,5.188000000000018,44.59766408976102,37,310.8703669084515,0.7340967766992209,catalog,269,25.0,59,109,True,cib,0,105836
97520,25.675333333333427,5.228666666666684,44.37359089821732,36,298.1464920927295,0.7040049816590924,catalog,280,25.0,59,110,True,cib,0,105839
97521,26.634666666666757,6.369333333333355,44.074146764390925,39,304.11523932141785,0.716648398366146,catalog,85,25.0,59,111,True,cib,0,105842
97522,26.60466666666676,5.484666666666685,43.99961766704482,39,305.7385693923848,0.7216290563261829,catalog,107,25.0,59,112,True,cib,0,105843
101281,26.129333333333413,6.500000000000023,43.96399478446537,39,277.32117011053094,0.6533396756861176,catalog,655,25.0,77,113,True,cib,0,109728
101282,25.657333333333423,6.510000000000022,43.77651183865734,41,258.21226556308306,0.6083090611313196,catalog,5844,25.0,77,114,True,radio,0,109729
97523,25.52600000000008,6.050666666666687,43.654027305052914,37,273.62737385714496,0.6451941714835094,catalog,437,25.0,59,115,True,cib,0,105845
97524,25.32866666666675,6.094666666666687,43.57690741243103,39,274.9351179503455,0.6482242576126458,catalog,13778,25.0,59,116,True,radio,0,105846
101283,26.324000000000083,5.258666666666684,43.48795813730101,38,268.3444851003703,0.633603565227904,catalog,43,25.0,77,117,True,cib,0,109730
101284,26.6980000000001,6.150000000000021,43.42544224175235,38,270.3524941525148,0.637353506105464,catalog,80,25.0,77,118,True,cib,0,109731
97525,25.25533333333343,6.881333333333356,42.91237316889695,39,268.1812458117293,0.6313144379028123,catalog,1533,25.0,59,119,True,cib,0,105848
97526,26.75733333333343,5.178666666666684,42.83189502805471,52,301.02556986173727,0.7108594372347381,catalog,1092,25.0,59,120,True,cib,0,105849
101545,25.89600000000008,6.7686666666666895,42.68960545435858,37,248.0039716031577,0.5839528486583352,map,-1,25.0,86,121,True,unknown,0,110000
97527,25.71600000000009,5.799333333333353,42.50536280343172,37,273.5419049304183,0.6452856566231484,catalog,303,25.0,59,122,True,cib,0,105851
101285,25.220000000000084,5.90800000000002,42.412101081877765,40,250.06100589133047,0.5897798116256198,catalog,5103,25.0,77,123,True,radio,0,109732
97528,25.891333333333424,5.238000000000017,42.29382924656372,34,281.8822295266292,0.665590577413445,catalog,601,25.0,59,124,True,cib,0,105852
101286,26.13333333333343,5.391333333333352,42.17162146157917,36,254.04908286272888,0.5997207946587337,catalog,84,25.0,77,125,True,cib,0,109733
97529,26.012666666666743,5.387333333333352,41.942740295523606,61,278.28038896373533,0.6569267989044912,catalog,1947,25.0,59,126,True,cib,0,105854
97530,26.680000000000096,6.276000000000021,41.90539245625487,57,286.5492658450605,0.6753755744996719,catalog,709,25.0,59,127,True,cib,0,105855
97531,26.794666666666743,5.820666666666686,41.694055943655954,35,272.7086717824291,0.6432957300041237,catalog,683,25.0,59,128,True,cib,0,105856
97532,24.95800000000008,5.535333333333352,41.32305491547259,34,270.7282759634598,0.6389408402131752,catalog,29693,25.0,59,129,True,radio,0,105859
97533,25.54000000000009,5.596666666666685,41.27330186281587,34,267.6161185486755,0.6315296828216375,catalog,112,25.0,59,130,True,cib,0,105860
101287,26.149333333333413,6.3666666666666885,41.19155456237062,35,266.7901794021043,0.6286950216390517,catalog,160,25.0,77,131,True,cib,0,109734
97534,26.475333333333428,5.971333333333353,41.151518727417184,39,289.7164724814216,0.683230038090882,catalog,33,25.0,59,132,True,cib,0,105861
97535,26.34533333333341,5.439333333333352,41.1446513415543,38,281.3452793681481,0.664104306675962,catalog,353,25.0,59,133,True,cib,0,105862
97536,26.99066666666674,5.988666666666687,41.13185173624099,31,279.521026040821,0.65916556829731,catalog,478,25.0,59,134,True,cib,0,105863
97537,26.629333333333435,6.492000000000022,41.09051958304688,31,279.02420809447415,0.6573622580350664,catalog,1361,25.0,59,135,True,cib,0,105864
97538,26.970666666666745,5.16733333333335,40.9768155535423,33,286.8346859358124,0.677360287740343,catalog,110,25.0,59,136,True,cib,0,105865
101288,25.181333333333416,7.000666666666691,40.52906914879243,34,233.1525591900364,0.5487152481444254,catalog,55989,25.0,77,137,True,radio,0,109735
97539,25.524000000000083,5.517333333333352,40.47929706145439,47,264.2433333411232,0.623654595919024,catalog,1839,25.0,59,138,True,cib,0,105866
101289,26.678000000000075,6.217333333333355,40.46033274811576,32,251.5291160496502,0.5929026592940233,catalog,277,25.0,77,139,True,cib,0,109736
25,26.588666666666747,5.428666666666685,40.40902228818032,6,609.1407344011346,1.4378780115838108,catalog,31,40.0,6,140,False,cib,0,34
101290,25.87933333333343,6.93466666666669,40.34787275923888,35,238.53060464160623,0.5614512791286773,catalog,101724,25.0,77,141,True,cib,0,109737
97540,25.53600000000008,5.520666666666686,40.31655235998227,31,262.8489060630586,0.6203600801543391,catalog,281,25.0,59,142,True,cib,0,105867
97541,25.320666666666742,6.66866666666669,40.27511838956727,34,248.37686671021427,0.5849511500598904,catalog,25269,25.0,59,143,True,radio,0,105868
97542,25.46733333333341,6.608000000000023,40.121072148225984,34,251.99569658151728,0.5935469146849849,catalog,150,25.0,59,144,True,cib,0,105869
97543,25.905333333333413,6.737333333333356,40.005794185704616,42,250.5997517607377,0.5901033737003198,catalog,101752,25.0,59,145,True,cib,0,105870
26,25.87000000000007,6.014000000000021,39.908450655089005,21,608.3159748113269,1.4344624532736678,catalog,40,30.0,7,146,False,cib,0,36
97544,26.15666666666675,5.758666666666686,39.81173936017034,36,266.42947838283686,0.6285527411143135,catalog,101672,25.0,59,147,True,cib,0,105871
27,26.550666666666743,5.252666666666685,39.811491012950334,21,591.4677964497089,1.3965621253523164,catalog,129,30.0,7,148,False,cib,0,37
97545,25.13266666666675,6.320666666666688,39.57685032308775,32,244.83334457467905,0.5770045539500922,catalog,450,25.0,59,149,True,cib,0,105872
97546,26.87066666666675,5.450000000000019,39.47136701690549,31,265.7821981286928,0.6273570982553983,catalog,594,25.0,59,150,True,cib,0,105873
97547,26.620666666666764,6.492000000000022,39.42475155790484,26,267.7737269207722,0.6308568814627884,catalog,572,25.0,59,151,True,cib,0,105874
101291,25.80733333333341,5.997333333333354,39.30495953699667,33,235.20804792402652,0.5546580808141992,catalog,77,25.0,77,152,True,cib,0,109738
101292,24.98933333333341,6.9333333333333576,39.28472421374136,32,224.684636417124,0.5288622629533299,catalog,101681,25.0,77,153,True,cib,0,109739
97548,25.564666666666746,6.790000000000023,39.21082918325618,33,250.1473014434361,0.5889734103845738,catalog,116,25.0,59,154,True,cib,0,105875
28,25.09733333333341,5.375333333333352,39.0145193500138,21,583.8042793400622,1.3781934606380877,catalog,25,30.0,7,155,False,cib,0,38
29,25.68600000000009,5.450000000000019,38.98190891930479,21,555.3075360306391,1.3107579322331122,catalog,124,30.0,7,156,False,cib,0,39
30,25.40400000000009,4.99133333333335,38.95515715118133,21,609.9420214849447,1.440771636173344,catalog,89,30.0,7,157,False,cib,0,40
97549,25.258666666666752,6.200000000000021,38.895699216090506,33,240.0002559504432,0.5657453317270204,catalog,619,25.0,59,158,True,cib,0,105876
97550,26.64800000000008,5.724666666666686,38.865830792840526,30,265.98166376241005,0.6275340860122366,catalog,68,25.0,59,159,True,cib,0,105877
97551,25.68266666666674,5.650000000000019,38.81537326765773,30,253.7967903918576,0.5988633785121633,catalog,372,25.0,59,160,True,cib,0,105878
97552,26.242000000000093,5.113333333333351,38.70914801861797,28,258.75176733222685,0.6110941890972492,catalog,345,25.0,59,161,True,cib,0,105879
97553,25.38466666666676,5.8493333333333535,38.5816128964209,28,246.85836262999337,0.5822875370275004,catalog,1067,25.0,59,162,True,cib,0,105880
97554,25.380000000000077,6.957333333333357,38.48351873244626,28,240.8286337181273,0.5668329628625385,catalog,513,25.0,59,163,True,cib,0,105882
97555,26.772000000000084,7.004000000000024,38.3890957600004,27,245.08954064700524,0.5768043578589805,catalog,23195,25.0,59,164,True,radio,0,105883
97556,25.29133333333341,5.371333333333351,38.36832533820719,27,246.85467673274292,0.5827564418121093,catalog,1290,25.0,59,165,True,cib,0,105884
97557,25.658666666666758,5.124000000000017,38.35197580578461,27,260.7680791051766,0.6158458152940423,catalog,952,25.0,59,166,True,cib,0,105885
97558,25.87200000000009,5.560666666666686,38.31183722685501,40,250.2738611157549,0.590641426580045,map,-1,25.0,59,167,True,unknown,0,105886
97559,25.994666666666745,6.957333333333357,38.12669980156341,26,243.0035313874476,0.5719519708093533,catalog,151,25.0,59,168,True,cib,0,105887
31,26.579333333333413,6.100000000000021,37.91855665192461,19,577.6324872508869,1.361890938458825,catalog,22,30.0,7,169,False,cib,0,41
101293,26.499333333333414,5.196666666666684,37.78641906727408,27,231.71018999285636,0.5471585919829856,catalog,157,25.0,77,170,True,cib,0,109740
32,25.329333333333413,7.004000000000024,37.68239894292752,17,491.00319396547707,1.1555482182320782,catalog,259,30.0,7,171,False,cib,0,42
97560,25.58866666666676,6.171333333333354,37.64909897501948,27,234.7957036791687,0.553506556337459,catalog,502,25.0,59,172,True,cib,0,105889
97750,26.025333333333432,6.084666666666688,37.592572101707965,44,268.18633795427723,0.6323242769846394,catalog,1044,25.0,60,173,True,cib,0,106110
33,26.474000000000075,6.728000000000023,37.50503760499109,14,483.7062067288366,1.1390362736656847,catalog,66,30.0,7,174,False,cib,0,43
97561,26.717333333333407,5.900666666666687,37.47378829458967,25,246.4934947177075,0.5813734555343174,catalog,1458,25.0,59,175,True,cib,0,105890
97562,25.638666666666754,5.94600000000002,37.3453384884188,26,233.7845677166837,0.5513529079950414,catalog,584,25.0,59,176,True,cib,0,105891
34,26.01200000000008,5.687333333333353,37.29992990449688,14,545.8190440907381,1.2878414648616887,catalog,56,30.0,7,177,False,cib,0,44
101294,25.030000000000072,4.9333333333333504,37.28853713617466,28,230.68385482803492,0.5449566984725659,catalog,1660,25.0,77,178,True,cib,0,109741
97563,25.146000000000075,5.90000000000002,37.27190461499495,27,237.00212423425376,0.5589880240053,catalog,816,25.0,59,179,True,cib,0,105892
97564,26.246000000000084,5.07133333333335,37.17245158351813,25,248.4733344229787,0.5868582454490758,catalog,1012,25.0,59,180,True,cib,0,105894
101295,26.718666666666763,6.632666666666689,37.16115682055311,32,222.08041491400823,0.5230587201157073,catalog,101678,25.0,77,181,True,cib,0,109742
35,25.53266666666676,6.300666666666688,37.15706133422082,15,483.5758055541684,1.1396984942240849,catalog,27,30.0,7,182,False,cib,0,45
97565,25.90466666666675,6.97066666666669,37.11947400998556,25,235.9837135164977,0.5554137895825958,catalog,634,25.0,59,183,True,cib,0,105895
97566,26.41000000000009,5.774666666666686,37.079415169740976,26,263.4749620125318,0.6215649031460857,catalog,739,25.0,59,184,True,cib,0,105896
97567,25.24600000000007,6.8166666666666895,36.81097671134562,29,227.2151229377692,0.534949763204352,catalog,797,25.0,59,185,True,cib,0,105897
101296,25.17133333333342,5.70800000000002,36.68179768392753,26,222.10833775840277,0.5240384212059089,catalog,1415,25.0,77,186,True,cib,0,109743
36,25.65800000000009,5.89200000000002,36.67818723684743,12,471.927413648308,1.1130939104293078,catalog,55,30.0,7,187,False,cib,0,47
97568,25.70866666666675,5.496666666666686,36.48304869141509,24,240.12755653550624,0.5667572443962267,catalog,318,25.0,59,188,True,cib,0,105899
97569,26.76600000000008,5.078666666666684,36.475442465630245,28,262.9224463689387,0.6209778286813236,catalog,1125,25.0,59,189,True,cib,0,105900
97570,25.62800000000009,7.02866666666669,36.45531569830474,26,232.33917987428936,0.5467683407357077,catalog,174,25.0,59,190,True,cib,0,105901
97571,26.35000000000009,6.012666666666687,36.45412541676151,35,253.87585922689792,0.5986630113900542,catalog,913,25.0,59,191,True,cib,0,105902
97572,26.07066666666675,5.176000000000018,36.44500286993373,23,253.02309144318,0.5975060674956016,catalog,562,25.0,59,192,True,cib,0,105903
37,26.03400000000008,5.004000000000017,36.25984706249452,10,569.6773459882127,1.345634774064662,catalog,96,30.0,7,193,False,cib,0,48
97573,26.29200000000009,6.7173333333333565,36.25406975844695,23,228.1564489950568,0.537277040731954,catalog,652,25.0,59,194,True,cib,0,105904
97574,25.932000000000087,7.032666666666691,36.2487480338514,23,230.4481891980304,0.5423136088006177,catalog,494,25.0,59,195,True,cib,0,105905
97575,27.00933333333341,5.946666666666687,36.24433270649166,24,246.82528862720045,0.5821071785276057,catalog,796,25.0,59,196,True,cib,0,105906
38,25.072000000000088,5.362666666666685,36.23848096975509,13,542.8443672931332,1.2815252064718647,catalog,26,30.0,7,197,False,cib,0,49
