,RADeg,decDeg,SNR,numSigPix,deltaT_c,fluxmJy,method,snr_threshold,iter_num,idx,remeasured,component,patch_num,patch_idx
10036,25.17200000000008,6.208000000000021,11.673229472054738,3,815.9003167634457,0.5735996595668174,map,10.0,34,10316,False,unknown,0,10258
10037,25.78933333333341,5.9133333333333535,11.672822004028328,4,936.547439934236,0.658777125512473,map,10.0,34,10317,False,unknown,0,10259
10038,26.16533333333342,6.81266666666669,11.672696397089522,4,933.2368105643552,0.655300149587378,map,10.0,34,10318,False,unknown,0,10260
10039,26.717333333333407,6.761333333333356,11.672190884734658,3,946.5598677195557,0.6647263363654478,map,10.0,34,10319,False,unknown,0,10261
10040,24.958666666666748,6.695333333333356,11.67202263473179,3,833.801067166944,0.5856207024109689,map,10.0,34,10320,False,unknown,0,10262
10041,25.17400000000008,5.484000000000019,11.67090413545529,3,1035.3977068236463,0.7288539142445485,map,10.0,34,10321,False,unknown,0,10263
10042,26.15666666666675,5.054000000000017,11.670292375872483,5,993.4581283734371,0.6998159156206972,map,10.0,34,10322,False,unknown,0,10264
10043,26.53666666666676,5.241333333333351,11.669262964481026,4,1027.547940056225,0.7236161354939885,map,10.0,34,10323,False,unknown,0,10265
10044,26.07066666666675,6.024666666666687,11.66869224254331,4,1260.2114700701625,0.8862657508367155,map,10.0,34,10324,False,unknown,0,10266
10045,25.819333333333407,6.079333333333354,11.66856294426734,3,988.7353960870076,0.6952750691206944,map,10.0,34,10325,False,unknown,0,10267
10046,26.509333333333416,6.562666666666689,11.668189439395558,4,1023.3487563055562,0.7189431855358527,map,10.0,34,10326,False,unknown,0,10268
10047,26.28066666666676,6.875333333333357,11.66732204930966,5,932.9830728872122,0.6550365457034619,map,10.0,34,10327,False,unknown,0,10269
10048,25.824666666666754,5.990666666666687,11.667159243417146,3,984.8965061812906,0.6926886470645099,map,10.0,34,10328,False,unknown,0,10270
10049,26.20800000000008,5.156666666666684,11.666773694242504,3,967.1129502177708,0.6811481000813975,map,10.0,34,10329,False,unknown,0,10271
10050,26.38800000000009,7.022000000000023,11.666710860187822,3,940.0727999174084,0.6598080279802506,map,10.0,34,10330,False,unknown,0,10272
10051,25.254666666666736,5.291333333333352,11.665428215849534,3,1077.4765412012537,0.7587152634581148,map,10.0,34,10331,False,unknown,0,10273
10052,26.832666666666743,6.599333333333355,11.664445429995531,3,969.2192679748516,0.6808644058460881,map,10.0,34,10332,False,unknown,0,10274
10053,25.30733333333342,6.582666666666689,11.664114433039076,3,799.8650504606044,0.5619141915878243,map,10.0,34,10333,False,unknown,0,10275
10054,24.954000000000093,5.791333333333353,11.66407294196848,3,974.7075982797992,0.6857687335705087,map,10.0,34,10334,False,unknown,0,10276
10055,26.732000000000088,5.952666666666687,11.663054881816906,5,1052.2975618904593,0.7401438558666831,map,10.0,34,10335,False,unknown,0,10277
10056,26.324666666666747,6.758666666666691,11.662154142777297,3,922.8525918189364,0.6480813800892068,map,10.0,34,10336,False,unknown,0,10278
10057,25.71600000000009,5.028666666666684,11.662003203703858,3,1012.771574993823,0.71344834318575,map,10.0,34,10337,False,unknown,0,10279
10058,26.35000000000009,5.333333333333352,11.6619539648607,3,990.5277240255516,0.6974420102054684,map,10.0,34,10338,False,unknown,0,10280
10059,26.50666666666676,6.062000000000021,11.661643817548535,3,1086.702796967572,0.764190218811699,map,10.0,34,10339,False,unknown,0,10281
10060,25.07600000000008,5.050666666666684,11.661199243396526,4,1065.27176508287,0.7504070973885086,map,10.0,34,10340,False,unknown,0,10282
10061,25.294000000000096,6.674000000000023,11.659778906481204,3,835.2972013954483,0.5866969165835973,map,10.0,34,10341,False,unknown,0,10283
10062,26.85333333333341,6.404000000000021,11.659549456393744,4,981.9023101871082,0.6900424100153232,map,10.0,34,10342,False,unknown,0,10284
10063,25.81266666666676,5.424000000000018,11.658552089726872,4,948.1655234523462,0.6675149083160409,map,10.0,34,10343,False,unknown,0,10285
10064,25.81533333333342,6.91266666666669,11.658340309795918,4,891.8952355486533,0.626139653667644,map,10.0,34,10344,False,unknown,0,10286
10065,26.87933333333342,5.644000000000019,11.658039740451288,3,962.7314645661228,0.677517172298732,map,10.0,34,10345,False,unknown,0,10287
10066,25.684000000000072,5.7453333333333525,11.657208543084288,4,905.5388464318762,0.6371560708184422,map,10.0,34,10346,False,unknown,0,10288
10067,25.47466666666675,6.921333333333357,11.656972296172082,3,884.0065767504311,0.620590089466878,map,10.0,34,10347,False,unknown,0,10289
10068,25.336666666666755,5.466000000000019,11.656831390454824,3,1014.3447536794924,0.7140554445778771,map,10.0,34,10348,False,unknown,0,10290
10069,26.05200000000008,5.2166666666666845,11.65601210375906,4,998.354839985999,0.7030859464880271,map,10.0,34,10349,False,unknown,0,10291
10070,27.00533333333342,5.026666666666684,11.655736883085082,4,960.605824256566,0.67670216026477,map,10.0,34,10350,False,unknown,0,10292
10071,25.220000000000084,5.174666666666684,11.65570303734394,3,1069.2372340523232,0.753054085121776,map,10.0,34,10351,False,unknown,0,10293
10072,26.75533333333341,5.376000000000018,11.65542225341383,4,996.493706109091,0.7015942597772259,map,10.0,34,10352,False,unknown,0,10294
10073,26.46666666666676,5.3866666666666845,11.655093499177651,3,987.0132094963228,0.6949072625265635,map,10.0,34,10353,False,unknown,0,10295
10074,26.77266666666675,4.984000000000017,11.654621066740788,3,980.4907411667429,0.6907548571522716,map,10.0,34,10354,False,unknown,0,10296
10075,26.249333333333407,6.287333333333355,11.651999857518858,5,1241.7383517595774,0.872842103941656,map,10.0,34,10355,False,unknown,0,10297
10076,26.35400000000008,6.324666666666688,11.651614714473554,3,1153.6185091131745,0.8108426214504129,map,10.0,34,10356,False,unknown,0,10298
10077,25.310666666666744,5.044666666666684,11.65146603720473,3,1053.441844035644,0.742080562375819,map,10.0,34,10357,False,unknown,0,10299
10078,25.240000000000084,5.607333333333353,11.650075859892084,3,980.6640585055436,0.6901807006122547,map,10.0,34,10358,False,unknown,0,10300
10079,26.674000000000085,5.530000000000019,11.65000678044782,4,986.6362120373592,0.6944755747189567,map,10.0,34,10359,False,unknown,0,10301
10080,25.562000000000083,5.970000000000021,11.64974492977634,3,849.9326746899658,0.5977896201337887,map,10.0,34,10360,False,unknown,0,10302
10081,26.21666666666675,6.583333333333355,11.649417486798546,4,990.7445519115398,0.6960082469327694,map,10.0,34,10361,False,unknown,0,10303
10082,25.347333333333417,5.573333333333352,11.646619790545344,4,953.6193480253778,0.6711862053995084,map,10.0,34,10362,False,unknown,0,10304
10083,25.73333333333343,5.278666666666685,11.64661025873177,5,991.6726109679462,0.6983099353976654,map,10.0,34,10363,False,unknown,0,10305
10084,25.98600000000007,5.470666666666685,11.645374682451516,3,973.8903512642128,0.6855719270043349,map,10.0,34,10364,False,unknown,0,10306
10085,25.22200000000008,5.609333333333352,11.645340118705054,3,980.2769538917194,0.6899058855403564,map,10.0,34,10365,False,unknown,0,10307
10086,26.53600000000009,5.096000000000017,11.644202272518829,3,1010.8485223804772,0.712019250505589,map,10.0,34,10366,False,unknown,0,10308
10087,26.474000000000075,5.648666666666686,11.644049439545284,3,1047.1185097971843,0.7368981886155633,map,10.0,34,10367,False,unknown,0,10309
10088,25.849333333333405,5.404666666666685,11.643391985254825,3,967.78883158892,0.6813518466610153,map,10.0,34,10368,False,unknown,0,10310
10089,26.832666666666743,6.396000000000021,11.64326888094437,3,996.5248992515526,0.700329672587134,map,10.0,34,10369,False,unknown,0,10311
10090,25.39533333333342,6.278666666666688,11.643000055338913,3,847.9159113532296,0.5960265813228987,map,10.0,34,10370,False,unknown,0,10312
10091,25.738000000000085,6.7093333333333565,11.64176345657775,4,898.6255471649513,0.6311322814410104,map,10.0,34,10371,False,unknown,0,10313
10092,26.08666666666676,6.049333333333354,11.640916543408416,3,1266.6814752914893,0.8907758135628633,map,10.0,34,10372,False,unknown,0,10314
10093,24.957333333333416,5.512000000000018,11.638966265489168,4,1020.9041928068946,0.7186177979065177,map,10.0,34,10373,False,unknown,0,10315
10094,25.841333333333427,6.126666666666687,11.637750538988987,3,1078.2671917794182,0.7581661986663385,map,10.0,34,10374,False,unknown,0,10316
10095,26.77866666666676,5.256666666666685,11.636861191758902,4,1006.7268001989762,0.7089359494114754,map,10.0,34,10375,False,unknown,0,10317
10096,25.24666666666676,6.2833333333333545,11.636365584965311,2,824.4994129790873,0.5795611831650384,map,10.0,34,10376,False,unknown,0,10318
10097,26.09533333333343,5.308000000000018,11.636121799212786,3,995.272738432228,0.7008117712555352,map,10.0,34,10377,False,unknown,0,10319
10098,25.554666666666744,5.066000000000017,11.635902389217952,3,1068.91655501922,0.7529564916367,map,10.0,34,10378,False,unknown,0,10320
10099,26.07000000000008,5.455333333333352,11.634996037221509,3,976.1696331797024,0.6871940301006695,map,10.0,34,10379,False,unknown,0,10321
10100,25.928000000000097,5.107333333333351,11.633879065213376,3,1007.8303553765616,0.7098807089608916,map,10.0,34,10380,False,unknown,0,10322
10101,25.23400000000008,5.94600000000002,11.633557065893331,4,931.3124413522124,0.6550557449086355,map,10.0,34,10381,False,unknown,0,10323
10102,25.79200000000009,5.675333333333352,11.633549685234284,3,912.4971683110213,0.6421304161684551,map,10.0,34,10382,False,unknown,0,10324
10103,25.146000000000075,6.82066666666669,11.633334870660825,5,849.1790308025037,0.5962665375062388,map,10.0,34,10383,False,unknown,0,10325
10104,25.06266666666676,6.874666666666691,11.632888452573376,3,896.712907496971,0.6295725578296688,map,10.0,34,10384,False,unknown,0,10326
10105,26.80400000000008,5.433333333333351,11.63197161279027,3,992.6840115580368,0.6988453310933502,map,10.0,34,10385,False,unknown,0,10327
10106,25.914000000000083,6.97466666666669,11.63051992994896,4,898.5537645327969,0.6307307660727571,map,10.0,34,10386,False,unknown,0,10328
10107,25.451333333333427,4.90533333333335,11.629968687038213,5,1068.3285959106472,0.7527263405116545,map,10.0,34,10387,False,unknown,0,10329
