,RADeg,decDeg,SNR,numSigPix,deltaT_c,fluxmJy,method,catalog_idx,snr_threshold,iter_num,idx,remeasured,component,patch_num,patch_idx
22787,25.88800000000008,6.808000000000023,1.2548249753879654,0,4.740344749627321,0.0044343842913581,extrap,83975,0.0,28,23851,False,cib,0,23915
22788,26.017333333333426,6.620000000000022,1.2547912711217235,0,5.014963946202386,0.0060444362846559,extrap,66255,0.0,28,23852,False,cib,0,23916
22789,26.955333333333424,6.77466666666669,1.254754381643505,0,5.079312808380356,0.0043263441863058,extrap,86167,0.0,28,23853,False,cib,0,23917
22790,26.333333333333417,5.5786666666666855,1.2546710992172738,0,5.196924715109,0.0301042489929313,extrap,8049,0.0,28,23854,False,cib,0,23918
22791,26.59133333333343,6.375333333333355,1.254649133495385,0,5.268383342124279,0.0170654460080866,extrap,19040,0.0,28,23855,False,cib,0,23919
22792,26.00200000000008,5.00933333333335,1.254598779186748,0,5.560451140387862,0.0045517010167484,extrap,96067,0.0,28,23856,False,cib,0,23920
22793,26.43200000000008,5.100666666666684,1.2545776259301185,0,5.224940126105906,0.0045630782563689,extrap,92133,0.0,28,23857,False,cib,0,23921
22794,26.087333333333422,6.85066666666669,1.254526598254881,0,4.800955096693136,0.0294232819476206,extrap,6791,0.0,28,23858,False,cib,0,23922
22795,25.04000000000007,6.038000000000021,1.2545145478393958,0,4.797742948455593,0.0039034848455951,extrap,90812,0.0,28,23859,False,cib,0,23923
22796,26.70333333333342,6.86666666666669,1.254489732732528,0,4.982985353256344,0.0052528607232253,extrap,73455,0.0,28,23860,False,cib,0,23924
22797,26.084666666666763,6.180000000000021,1.2544858096319782,0,5.5039714200472405,0.0056121171053634,extrap,85745,0.0,28,23861,False,cib,0,23925
22798,25.80266666666676,5.400000000000018,1.2544790443501128,0,5.225321619168408,0.0216249128248724,extrap,10915,0.0,28,23862,False,cib,0,23926
22799,25.843333333333423,5.2086666666666845,1.2544228484193485,0,5.240204931956085,0.016886543586834,extrap,17061,0.0,28,23863,False,cib,0,23927
22800,27.032000000000096,6.899333333333357,1.2543379036254343,0,5.059902140783652,0.011702860397879,extrap,28509,0.0,28,23864,False,cib,0,23928
22801,26.420000000000087,5.552666666666686,1.2542082054998982,0,5.1331948165219385,0.0122375206610572,extrap,29387,0.0,28,23865,False,cib,0,23929
22802,25.049333333333404,5.5113333333333525,1.254150535543456,0,5.1294564968460055,0.01674774758023,extrap,17510,0.0,28,23866,False,cib,0,23930
22803,25.60133333333341,5.100666666666684,1.254125873037348,0,5.191335372499482,0.0117687543340088,extrap,30396,0.0,28,23867,False,cib,0,23931
22804,25.970000000000088,5.617333333333352,1.2540550342097978,0,4.976053838782809,0.0082926485108914,extrap,37866,0.0,28,23868,False,cib,0,23932
22805,25.763333333333428,6.412666666666689,1.253990771638091,0,5.19784480886294,0.008345170201819,extrap,38769,0.0,28,23869,False,cib,0,23933
22806,26.46400000000008,5.271333333333351,1.253966676084907,0,5.274672946895007,0.0109431251365679,extrap,31318,0.0,28,23870,False,cib,0,23934
22807,25.48800000000008,5.462000000000018,1.253926862467988,0,5.226817904389527,0.0146697981760699,extrap,22590,0.0,28,23871,False,cib,0,23935
22808,25.170000000000087,5.050666666666684,1.2538702927809726,0,5.180523381133116,0.049104686353562,extrap,4033,0.0,28,23872,False,cib,0,23936
22809,25.26666666666676,6.821333333333357,1.2538348303215718,0,4.878360658311998,0.0047572932746022,extrap,90345,0.0,28,23873,False,cib,0,23937
22810,26.01933333333342,6.977333333333357,1.253776915691881,0,4.795405238408188,0.0104130899503841,extrap,31039,0.0,28,23874,False,cib,0,23938
22811,26.01666666666676,5.198000000000017,1.2537607824794776,0,5.284518232337101,0.0053087153024056,extrap,80452,0.0,28,23875,False,cib,0,23939
22812,26.596000000000085,5.900666666666687,1.2536008180309768,0,5.208120268069558,0.0091292577745563,extrap,38533,0.0,28,23876,False,cib,0,23940
22813,25.87333333333342,6.646666666666689,1.253586830509169,0,4.941062369640039,0.0131004233860356,extrap,25238,0.0,28,23877,False,cib,0,23941
22814,25.38000000000008,5.816666666666686,1.2535706530414958,0,4.9265114409488495,0.0049219029222202,extrap,78024,0.0,28,23878,False,cib,0,23942
22815,25.62400000000008,6.00000000000002,1.2535630502809985,0,4.8723113568694085,0.0077989130545805,extrap,47806,0.0,28,23879,False,cib,0,23943
22816,26.854000000000102,5.69400000000002,1.2535424302082625,0,5.1352976236637895,0.0042224517948338,extrap,94103,0.0,28,23880,False,cib,0,23944
22817,25.886666666666745,5.1960000000000175,1.253512945819825,0,5.230538224902498,0.0194573635016761,extrap,13723,0.0,28,23881,False,cib,0,23945
22818,25.00866666666674,6.4673333333333565,1.2535090335705874,0,4.614379133665601,0.0046891158958072,extrap,76133,0.0,28,23882,False,cib,0,23946
22819,26.61800000000008,5.800666666666686,1.253455242458975,0,5.129451363889436,0.0079197392692268,extrap,43173,0.0,28,23883,False,cib,0,23947
22820,26.924666666666763,7.117333333333358,1.2534314267093924,0,5.056244871453087,0.0199719806598195,extrap,12955,0.0,28,23884,False,cib,0,23948
22821,25.308000000000085,5.1833333333333504,1.2534140692146274,0,5.09162138665547,0.0050538062058532,extrap,75861,0.0,28,23885,False,cib,0,23949
22822,26.516666666666755,4.98333333333335,1.2533544547566704,0,5.209037852557443,0.0135822908846212,extrap,23436,0.0,28,23886,False,cib,0,23950
22823,26.74933333333343,6.666000000000023,1.2533368274964982,0,4.995637010687774,0.0049079551530075,extrap,87700,0.0,28,23887,False,cib,0,23951
22824,24.98533333333342,6.524666666666689,1.2533118053061898,0,4.671914085945005,0.0043677585088247,extrap,77492,0.0,28,23888,False,cib,0,23952
22825,26.080666666666747,6.896000000000023,1.2532421825605151,0,4.79910997717477,0.0082036136290768,extrap,57658,0.0,28,23889,False,cib,0,23953
22826,26.311333333333423,6.5220000000000224,1.2532351667479888,0,5.14355196847904,0.0139006419387729,extrap,21823,0.0,28,23890,False,cib,0,23954
22827,25.14266666666675,4.996000000000017,1.2532060765745503,0,5.136152327044015,0.0060311891497011,extrap,69102,0.0,28,23891,False,cib,0,23955
22828,26.992000000000097,6.666000000000023,1.25319573191946,0,5.059817659306066,0.0393480926637083,extrap,4947,0.0,28,23892,False,cib,0,23956
22829,26.801333333333417,6.163333333333354,1.253122519196545,0,5.195429531292226,0.0212367113274149,extrap,13421,0.0,28,23893,False,cib,0,23957
22830,25.274000000000097,4.998666666666684,1.2531110237047238,0,5.211285826333424,0.0066247468693765,extrap,58186,0.0,28,23894,False,cib,0,23958
22831,25.66666666666676,5.970666666666687,1.2529729496382127,0,4.877441437641763,0.0071465793706726,extrap,49105,0.0,28,23895,False,cib,0,23959
22832,26.280000000000097,7.022666666666691,1.25293049414642,0,4.762551603426234,0.0053797397855056,extrap,74664,0.0,28,23896,False,cib,0,23960
22833,25.70466666666676,5.042000000000017,1.252815944951042,0,5.215118135280568,0.042852599275488,extrap,4582,0.0,28,23897,False,cib,0,23961
22834,25.18600000000007,5.655333333333353,1.2527758477138593,0,5.171578795823785,0.004258337053842,extrap,93167,0.0,28,23898,False,cib,0,23962
22835,25.74666666666675,6.450666666666688,1.252758758508022,0,5.192504198441766,0.0133049590165565,extrap,22646,0.0,28,23899,False,cib,0,23963
22836,25.683333333333408,6.400000000000022,1.252747879290231,0,5.156861380648547,0.0090180688194162,extrap,43790,0.0,28,23900,False,cib,0,23964
22837,26.52133333333341,6.978666666666691,1.2527281461235062,0,4.943817544590495,0.0038679349650228,extrap,99187,0.0,28,23901,False,cib,0,23965
22838,26.717333333333407,4.988000000000017,1.252682051149778,0,5.282391127145665,0.0144553972489965,extrap,18636,0.0,28,23902,False,cib,0,23966
22839,26.659333333333432,6.729333333333356,1.2525480311261676,0,4.922214909923092,0.0066610642139203,extrap,54129,0.0,28,23903,False,cib,0,23967
22840,25.858000000000075,5.232666666666685,1.2525433282131082,0,5.221268592053022,0.009297882092001,extrap,44977,0.0,28,23904,False,cib,0,23968
22841,25.04466666666675,5.109333333333351,1.2524648217425578,0,5.12663935120497,0.0052597165433662,extrap,92888,0.0,28,23905,False,cib,0,23969
22842,25.675333333333427,5.65400000000002,1.2524105723519954,0,5.055060615151362,0.0051919329825726,extrap,74604,0.0,28,23906,False,cib,0,23970
22843,26.12000000000008,6.192000000000021,1.2523293309444865,0,5.538931658650916,0.0055891187735958,extrap,86021,0.0,28,23907,False,cib,0,23971
22844,26.359333333333424,5.096666666666684,1.2523173646842989,0,5.229193907679395,0.0186807994660083,extrap,14014,0.0,28,23908,False,cib,0,23972
22845,26.60000000000008,4.988000000000017,1.2522942983033396,0,5.202651219981166,0.0049358359666451,extrap,76256,0.0,28,23909,False,cib,0,23973
22846,26.51800000000009,5.644666666666685,1.2522700941558182,0,5.087806156857321,0.0081386267121643,extrap,46158,0.0,28,23910,False,cib,0,23974
22847,26.965333333333422,6.710000000000023,1.2521397886366965,0,5.068618908619759,0.0129356798929132,extrap,23090,0.0,28,23911,False,cib,0,23975
22848,25.13000000000009,6.4386666666666885,1.2520433302504428,0,4.608334531316324,0.0052950180351682,extrap,65301,0.0,28,23912,False,cib,0,23976
22849,26.616000000000085,6.342666666666688,1.251900048799499,0,5.258147485315431,0.0062473635229053,extrap,68813,0.0,28,23913,False,cib,0,23977
22850,26.593333333333423,5.88400000000002,1.2518777508886338,0,5.200876286853453,0.0124136715165213,extrap,29197,0.0,28,23914,False,cib,0,23978
22851,26.424666666666766,6.158000000000021,1.2518566906912536,0,5.236834871515721,0.0188990022927838,extrap,17202,0.0,28,23915,False,cib,0,23979
22852,25.308000000000085,5.459333333333352,1.2518530874722351,0,4.966779899294639,0.011946350892995,extrap,28666,0.0,28,23916,False,cib,0,23980
22853,26.85066666666675,5.248666666666685,1.2518399749243778,0,5.245920395449468,0.0060808991609925,extrap,65505,0.0,28,23917,False,cib,0,23981
22854,27.01466666666676,5.205333333333351,1.251823294301028,0,5.239113120912965,0.0122397210941187,extrap,26120,0.0,28,23918,False,cib,0,23982
22855,26.97933333333341,6.237333333333354,1.2517630755638804,0,5.160082888617237,0.0345079673071564,extrap,6525,0.0,28,23919,False,cib,0,23983
22856,24.980000000000075,6.510000000000022,1.2516763938777893,0,4.6529353028699125,0.0164323118317907,extrap,12440,0.0,28,23920,False,cib,0,23984
22857,26.00000000000009,6.638000000000022,1.251645048503315,0,4.975257988851952,0.0134626195050371,extrap,22877,0.0,28,23921,False,cib,0,23985
22858,26.358000000000096,6.804000000000023,1.251575628712409,0,4.815171810935162,0.0051709063501825,extrap,79545,0.0,28,23922,False,cib,0,23986
22859,25.36266666666676,6.962000000000024,1.251559768893927,0,4.888277625319402,0.0046168739091458,extrap,77302,0.0,28,23923,False,cib,0,23987
22860,25.376000000000086,5.734666666666686,1.2515417023749342,0,4.935330290874895,0.0045390474414037,extrap,77958,0.0,28,23924,False,cib,0,23988
22861,26.19533333333342,6.715333333333356,1.2515281268272032,0,4.785960070508978,0.004450041872218,extrap,80315,0.0,28,23925,False,cib,0,23989
22862,25.632666666666744,6.347333333333355,1.251499980580178,0,4.9668620182263,0.0287045751492088,extrap,6557,0.0,28,23926,False,cib,0,23990
22863,25.30866666666675,5.982000000000021,1.2514604100733189,0,4.8574645209911695,0.0069108431583733,extrap,54840,0.0,28,23927,False,cib,0,23991
22864,25.750666666666746,6.475333333333356,1.2514206234858798,0,5.177060103398507,0.0149387760418524,extrap,22028,0.0,28,23928,False,cib,0,23992
22865,25.68533333333343,6.653333333333356,1.2514119513175268,0,4.993161884309209,0.0057423372005071,extrap,66927,0.0,28,23929,False,cib,0,23993
22866,25.145333333333408,6.905333333333357,1.2513767493181749,0,4.81463379911783,0.0252292916315071,extrap,8073,0.0,28,23930,False,cib,0,23994
22867,25.12533333333341,5.974666666666687,1.251275772031801,0,4.716166315893026,0.011916953556738,extrap,22796,0.0,28,23931,False,cib,0,23995
22868,25.741333333333408,5.391333333333352,1.2512532061391772,0,5.215599980550037,0.0104855111499964,extrap,31458,0.0,28,23932,False,cib,0,23996
22869,26.46666666666676,5.792000000000019,1.25121619293897,0,5.172575492627163,0.0054252899501719,extrap,77672,0.0,28,23933,False,cib,0,23997
22870,25.17866666666676,5.937333333333354,1.2512035438950972,0,4.805259907747819,0.0160161347671901,extrap,16282,0.0,28,23934,False,cib,0,23998
22871,26.52866666666675,5.98800000000002,1.251060272152117,0,5.207873095344972,0.0047988745132619,extrap,94939,0.0,28,23935,False,cib,0,24000
22872,25.63800000000009,6.87066666666669,1.2510190736280034,0,4.93790127525716,0.008051393622329,extrap,34384,0.0,28,23936,False,cib,0,24001
22873,25.94066666666676,5.034666666666683,1.251006593902483,0,5.442002450377913,0.011677993917411,extrap,29261,0.0,28,23937,False,cib,0,24002
22874,26.31733333333344,5.5706666666666855,1.250989251923094,0,5.22344119435495,0.0123968401767453,extrap,29544,0.0,28,23938,False,cib,0,24003
22875,26.61533333333342,6.330000000000021,1.2509733918998305,0,5.255852786022496,0.009539299540223,extrap,55895,0.0,28,23939,False,cib,0,24004
22876,25.02933333333341,6.874000000000024,1.2509726321157972,0,4.803040080163639,0.0141833078137444,extrap,18958,0.0,28,23940,False,cib,0,24005
22877,25.33400000000009,6.962000000000024,1.2509546145377834,0,4.890685337055308,0.0059395600009334,extrap,64100,0.0,28,23941,False,cib,0,24006
22878,25.01266666666673,6.66266666666669,1.2508423260510393,0,4.708340963070279,0.0137706586508459,extrap,16601,0.0,28,23942,False,cib,0,24008
22879,26.81666666666676,4.94733333333335,1.2508339558705353,0,5.274115183447536,0.0043956498650546,extrap,85404,0.0,28,23943,False,cib,0,24009
22880,26.774666666666747,6.849333333333357,1.2508087773127905,0,4.966148295788092,0.0054161574675818,extrap,70253,0.0,28,23944,False,cib,0,24010
22881,24.92933333333341,6.884000000000023,1.250804505514584,0,4.802602722964865,0.0044559411550346,extrap,90066,0.0,28,23945,False,cib,0,24011
22882,25.78733333333341,5.462000000000018,1.250726590096462,0,5.211116502716012,0.0175096238714458,extrap,15195,0.0,28,23946,False,cib,0,24012
22883,25.93866666666676,6.643333333333356,1.2507006748476155,0,4.937169489389572,0.0056215543388841,extrap,71129,0.0,28,23947,False,cib,0,24013
22884,26.087333333333422,5.932666666666687,1.250695652035873,0,5.137186003822894,0.0142923307640306,extrap,26719,0.0,28,23948,False,cib,0,24014
22885,26.309333333333427,6.287333333333355,1.2506861064843533,0,5.481661577778998,0.0066491456523336,extrap,70861,0.0,28,23949,False,cib,0,24015
22886,25.074666666666747,5.3366666666666855,1.2505746824141668,0,5.038692052035217,0.0091950766994344,extrap,36898,0.0,28,23950,False,cib,0,24016
22887,26.99933333333341,5.270666666666685,1.2505531252022,0,5.233436415124824,0.0062398423350413,extrap,61361,0.0,28,23951,False,cib,0,24017
22888,26.44933333333342,6.049333333333354,1.2504734405219486,0,5.230479111172147,0.0050252837002947,extrap,93713,0.0,28,23952,False,cib,0,24018
22889,26.46933333333342,6.850000000000023,1.2503997279447456,0,4.818828008350802,0.0099632045638506,extrap,32957,0.0,28,23953,False,cib,0,24019
22890,25.95000000000009,6.304000000000022,1.250398554302046,0,5.358459271918836,0.0083476172563552,extrap,47157,0.0,28,23954,False,cib,0,24020
22891,25.94400000000008,5.770666666666687,1.2503964618321208,0,4.980613530046133,0.007567941342912,extrap,45091,0.0,28,23955,False,cib,0,24021
22892,25.187333333333427,6.422666666666689,1.2503883756195886,0,4.661844332201537,0.0039169237970238,extrap,86837,0.0,28,23956,False,cib,0,24022
22893,25.417333333333413,6.1953333333333545,1.2503184345961544,0,5.014623821843689,0.0161500094447804,extrap,14349,0.0,28,23957,False,cib,0,24023
22894,25.154666666666746,5.359333333333352,1.2502790791038356,0,4.9875783952434745,0.0053718936076935,extrap,85978,0.0,28,23958,False,cib,0,24024
22895,26.60400000000009,6.978666666666691,1.250263750670405,0,4.947123144839562,0.0100625062953295,extrap,32345,0.0,28,23959,False,cib,0,24025
22896,25.812000000000094,5.179333333333351,1.250238917058017,0,5.248411964632008,0.0136033109257433,extrap,23742,0.0,28,23960,False,cib,0,24026
22897,26.656666666666748,6.237333333333354,1.250168555930194,0,5.234797027567928,0.0142741507896526,extrap,24328,0.0,28,23961,False,cib,0,24027
22898,26.34533333333341,6.604666666666689,1.2501510917325525,0,5.092716673414234,0.0205663493132742,extrap,12486,0.0,28,23962,False,cib,0,24028
22899,25.95133333333342,6.404666666666689,1.2501267768667663,0,5.382404930211668,0.0276670712899704,extrap,9430,0.0,28,23963,False,cib,0,24029
22900,26.87466666666677,5.366666666666685,1.2500054293951524,0,5.143814938898268,0.0097219373965519,extrap,34251,0.0,28,23964,False,cib,0,24031
22901,25.442000000000093,5.212666666666684,1.249971256331008,0,5.220350975933678,0.0119308052489099,extrap,29494,0.0,28,23965,False,cib,0,24032
22902,25.26133333333341,5.329333333333351,1.2498352290473604,0,5.001562298609798,0.0056361221772955,extrap,73521,0.0,28,23966,False,cib,0,24033
22903,25.340666666666745,6.213333333333354,1.2498226999062445,0,4.968598567331131,0.008413622675332,extrap,37409,0.0,28,23967,False,cib,0,24034
22904,26.76733333333343,5.71000000000002,1.2498103775170877,0,5.033400550043787,0.0121821158135442,extrap,28070,0.0,28,23968,False,cib,0,24035
22905,25.200000000000088,5.678666666666686,1.2498084319566127,0,5.111464042194192,0.0106049203445738,extrap,31548,0.0,28,23969,False,cib,0,24036
22906,26.06666666666676,5.455333333333352,1.2497495412407529,0,5.1053594640544775,0.0191368546581319,extrap,13711,0.0,28,23970,False,cib,0,24037
22907,25.19600000000008,6.04200000000002,1.2495635441918955,0,4.971811547480054,0.0074053106809869,extrap,39528,0.0,28,23971,False,cib,0,24038
22908,26.719333333333427,6.302666666666688,1.249513352165048,0,5.178319340651641,0.015801721421599,extrap,22385,0.0,28,23972,False,cib,0,24039
22909,26.129333333333413,5.487333333333352,1.2494591657669607,0,5.108486483245211,0.008290196932389,extrap,41218,0.0,28,23973,False,cib,0,24040
22910,26.58933333333341,5.05733333333335,1.2494418557406195,0,5.1907979830964965,0.0195418724113274,extrap,13580,0.0,28,23974,False,cib,0,24041
22911,26.43333333333341,5.418000000000018,1.249366488565853,0,5.200076424363863,0.012424979647363,extrap,26304,0.0,28,23975,False,cib,0,24042
22912,26.191333333333432,5.5386666666666855,1.2493531155392807,0,5.230065874810537,0.00652667359137,extrap,66258,0.0,28,23976,False,cib,0,24043
22913,27.00400000000009,6.954000000000024,1.2493426459982222,0,5.039751049853286,0.0051588512314874,extrap,77273,0.0,28,23977,False,cib,0,24044
22914,24.962000000000096,7.029333333333357,1.24933763092232,0,4.79700988292512,0.004800149143607,extrap,74635,0.0,28,23978,False,cib,0,24045
22915,25.80400000000009,5.81200000000002,1.2493199441196718,0,4.9572959588159,0.0482719842826802,extrap,3445,0.0,28,23979,False,cib,0,24046
22916,25.17400000000008,6.183333333333355,1.2492688921672204,0,4.837957583043555,0.0119079680282023,extrap,20274,0.0,28,23980,False,cib,0,24047
22917,26.09666666666676,6.529333333333355,1.2491949184748556,0,5.019511566890679,0.0083984862770277,extrap,40232,0.0,28,23981,False,cib,0,24048
22918,25.87533333333341,5.92000000000002,1.249187930321951,0,5.049695344905465,0.0182379074387868,extrap,16618,0.0,28,23982,False,cib,0,24049
22919,25.754000000000094,6.1280000000000205,1.2491716007077085,0,4.985285410811559,0.0081800814916066,extrap,38947,0.0,28,23983,False,cib,0,24050
22920,25.99533333333341,5.050000000000017,1.2489271392840378,0,5.506295902354846,0.0051893543509577,extrap,84124,0.0,28,23984,False,cib,0,24051
22921,26.91266666666677,6.372000000000021,1.2489091050854202,0,5.006467659628863,0.0078914309412846,extrap,44913,0.0,28,23985,False,cib,0,24052
22922,24.938000000000084,5.3546666666666844,1.248870796314843,0,4.998196698179767,0.0045291839105068,extrap,89066,0.0,28,23986,False,cib,0,24053
22923,26.35400000000008,5.2166666666666845,1.248787296787914,0,5.260396912683587,0.0208204071421209,extrap,12740,0.0,28,23987,False,cib,0,24054
22924,26.21266666666676,6.932000000000024,1.248760952728248,0,4.74675487306941,0.0099879448995668,extrap,33127,0.0,28,23988,False,cib,0,24055
22925,26.96600000000009,5.046000000000017,1.2487429570306516,0,5.262394982747244,0.0378492251423361,extrap,5046,0.0,28,23989,False,cib,0,24056
22926,24.910666666666742,6.4260000000000215,1.24871679386801,0,4.595062818843627,0.0107662463749312,extrap,23097,0.0,28,23990,False,cib,0,24057
22927,26.53400000000009,6.346000000000021,1.2486885066943882,0,5.244840817793699,0.0069109305710263,extrap,62814,0.0,28,23991,False,cib,0,24058
22928,26.32800000000007,5.029333333333351,1.248629278213658,0,5.345074573106086,0.0043719118723729,extrap,83084,0.0,28,23992,False,cib,0,24059
22929,26.087333333333422,6.254666666666688,1.2486183591493862,0,5.541636813351619,0.0130709545989913,extrap,32961,0.0,28,23993,False,cib,0,24060
22930,26.44133333333341,5.879333333333353,1.248530891280195,0,5.283274899485779,0.0234114032741736,extrap,12370,0.0,28,23994,False,cib,0,24061
22931,26.76266666666675,4.980000000000016,1.2485095659306085,0,5.264887514156036,0.0044965953199943,extrap,80882,0.0,28,23995,False,cib,0,24062
22932,24.98400000000009,6.522666666666689,1.2485030616523445,0,4.652901940281178,0.0067687895365187,extrap,40203,0.0,28,23996,False,cib,0,24063
22933,26.628666666666746,6.734000000000023,1.2484298448594866,0,4.888376134275307,0.0146152023055506,extrap,18727,0.0,28,23997,False,cib,0,24065
22934,26.25800000000008,5.666000000000019,1.2483615160473072,0,5.200716626146366,0.0082732353556741,extrap,63735,0.0,28,23998,False,cib,0,24066
22935,25.806000000000083,5.020666666666684,1.24830279140292,0,5.209170140400344,0.0076549023823315,extrap,56894,0.0,28,23999,False,cib,0,24067
22936,26.74000000000009,6.153333333333354,1.24820627994235,0,5.172536630756902,0.0088287029771915,extrap,43322,0.0,28,24000,False,cib,0,24068
22937,25.29266666666674,5.5740000000000185,1.2481627473397583,0,5.183277638977479,0.0116585771007497,extrap,28393,0.0,28,24001,False,cib,0,24069
22938,25.912666666666752,5.466666666666685,1.2481503890084409,0,5.093902951151869,0.017558697571859,extrap,15740,0.0,28,24002,False,cib,0,24070
22939,25.833333333333425,5.271333333333351,1.248127888241287,0,5.2243912399545,0.004868102663856,extrap,74849,0.0,28,24003,False,cib,0,24071
22940,26.07000000000008,6.009333333333354,1.248000284587934,0,5.201800851335264,0.0059954503222114,extrap,73385,0.0,28,24004,False,cib,0,24072
22941,25.52866666666676,5.759333333333353,1.2479374973203956,0,4.899093908256068,0.055667007773847,extrap,2616,0.0,28,24005,False,cib,0,24073
22942,26.24133333333343,6.500000000000023,1.247932723976575,0,5.280322481850789,0.0228101542887908,extrap,11965,0.0,28,24006,False,cib,0,24074
22943,24.97466666666676,7.06666666666669,1.24789672941506,0,4.791477336238325,0.0118643570959435,extrap,25083,0.0,28,24007,False,cib,0,24075
22944,26.666666666666742,6.02800000000002,1.2478706026559985,0,5.188317080159876,0.0359590582053312,extrap,6146,0.0,28,24008,False,cib,0,24076
22945,25.10066666666676,6.968000000000024,1.2478563039752697,0,4.791326259637221,0.0082612584642988,extrap,33820,0.0,28,24009,False,cib,0,24077
22946,25.37533333333342,6.2753333333333545,1.2478499917474013,0,5.003234300272009,0.012921554342592,extrap,20517,0.0,28,24010,False,cib,0,24078
22947,26.70800000000009,5.9293333333333536,1.2478290368543723,0,5.046957743114001,0.0077773176602192,extrap,47082,0.0,28,24011,False,cib,0,24079
22948,25.187333333333427,5.186666666666684,1.2477787281923722,0,5.056047565090467,0.009057959875567,extrap,62724,0.0,28,24012,False,cib,0,24080
22949,26.078666666666752,7.02066666666669,1.2477687402179556,0,4.778151854217799,0.004981850149036,extrap,89782,0.0,28,24013,False,cib,0,24081
22950,25.164666666666744,5.271333333333351,1.2476883412886288,0,5.064055491153039,0.0107708870286558,extrap,35955,0.0,28,24014,False,cib,0,24082
22951,26.17466666666676,5.875333333333353,1.2475952712985472,0,5.149855558226622,0.0054897536782575,extrap,78876,0.0,28,24015,False,cib,0,24083
22952,26.8160000000001,4.978666666666683,1.247556861035965,0,5.260330999804038,0.0054716515341032,extrap,73632,0.0,28,24016,False,cib,0,24084
22953,25.905333333333413,7.016666666666691,1.2475478791889614,0,4.729710172985368,0.0052912510143878,extrap,71539,0.0,28,24017,False,cib,0,24085
22954,25.05200000000009,5.188666666666684,1.2475325985519805,0,5.090407852850913,0.0062482438102569,extrap,67823,0.0,28,24018,False,cib,0,24086
22955,25.24866666666676,6.517333333333355,1.2475222636144865,0,4.711139343233502,0.0090256310473263,extrap,31130,0.0,28,24019,False,cib,0,24087
22956,25.39200000000007,5.174000000000017,1.2474937970313458,0,5.207707783182265,0.0046318057099524,extrap,100124,0.0,28,24020,False,cib,0,24088
22957,26.122666666666767,5.9293333333333536,1.2474285523932065,0,5.1239330612741405,0.0148386807292703,extrap,25052,0.0,28,24021,False,cib,0,24089
22958,26.478666666666754,6.424666666666688,1.247365036329073,0,5.263661111677889,0.0100627934986991,extrap,33532,0.0,28,24022,False,cib,0,24090
22959,26.61800000000008,5.746000000000019,1.247347588660377,0,5.102375871986826,0.0078208240445325,extrap,44880,0.0,28,24023,False,cib,0,24091
22960,26.69200000000009,6.400000000000022,1.247319052804348,0,5.102649731380843,0.009311113093967,extrap,47843,0.0,28,24024,False,cib,0,24092
22961,26.77000000000009,6.771333333333356,1.2473176849514005,0,4.937483382469135,0.0101486081509515,extrap,31942,0.0,28,24025,False,cib,0,24093
22962,26.02200000000008,6.560000000000022,1.2473078969351783,0,4.988484653276248,0.0078382069185177,extrap,49567,0.0,28,24026,False,cib,0,24094
22963,25.37800000000008,6.574666666666689,1.247296531056048,0,4.779151079046355,0.0058017881748787,extrap,57302,0.0,28,24027,False,cib,0,24095
22964,26.028666666666755,5.084000000000017,1.2472932652403794,0,5.602253586649653,0.0091943477692054,extrap,47448,0.0,28,24028,False,cib,0,24096
22965,26.07266666666674,6.878000000000023,1.247275511225497,0,4.776189565340355,0.0181407485045496,extrap,14065,0.0,28,24029,False,cib,0,24097
22966,26.084666666666763,5.304666666666685,1.247199760330122,0,5.249577468056374,0.025065131595816,extrap,9465,0.0,28,24030,False,cib,0,24098
22967,27.04800000000008,6.408666666666688,1.247156699976384,0,4.998064663760005,0.0150271735253416,extrap,20121,0.0,28,24031,False,cib,0,24099
22968,26.49133333333341,5.87800000000002,1.2471309745567702,0,5.247474273873532,0.0195687295351041,extrap,15648,0.0,28,24032,False,cib,0,24100
22969,26.562666666666765,6.345333333333355,1.2471081738337932,0,5.237913882029762,0.0111528347176,extrap,34755,0.0,28,24033,False,cib,0,24101
22970,26.91266666666677,6.031333333333354,1.2470299596394103,0,5.288930574686441,0.0085181709883074,extrap,54645,0.0,28,24034,False,cib,0,24102
22971,25.162000000000084,5.233333333333351,1.2468534546510908,0,5.064119170293002,0.0059737533856085,extrap,70197,0.0,28,24035,False,cib,0,24103
22972,25.19666666666676,6.576000000000022,1.2468078447008906,0,4.715071853130167,0.0091447172159376,extrap,30724,0.0,28,24036,False,cib,0,24104
22973,26.870000000000083,7.059333333333357,1.246801996390813,0,5.028461180667386,0.0043868004627081,extrap,83233,0.0,28,24037,False,cib,0,24105
22974,25.87466666666675,6.93866666666669,1.2467890640199497,0,4.727636885725721,0.0692457030607021,extrap,2018,0.0,28,24038,False,cib,0,24106
22975,26.57000000000008,6.794666666666689,1.2466728619713638,0,4.881383136577457,0.0048321108186441,extrap,100566,0.0,28,24039,False,cib,0,24107
22976,26.61200000000009,6.912000000000023,1.2466714103346657,0,4.932918401272297,0.0280493393646141,extrap,7354,0.0,28,24040,False,cib,0,24108
22977,26.62133333333343,6.996000000000024,1.246627318099612,0,4.932803656549509,0.0260985368208978,extrap,8100,0.0,28,24041,False,cib,0,24109
