,RADeg,decDeg,y_c,SNR,numSigPix,snr_threshold,template,iter_idx,idx,iter_num,patch_num,patch_idx
422,25.371333333333407,7.014666666666691,3.121114615345282e-06,4.650575888815709,89,4.0,gauss0.3arcmin,292,428,17,0,422.0
423,26.09200000000008,5.609333333333352,2.8642929500571517e-06,4.648430793309423,149,4.0,gauss0.4arcmin,655,429,17,0,423.0
424,26.618666666666744,5.298666666666684,3.7814286110401215e-06,4.640610026830699,63,4.0,gauss0.25arcmin,56,430,17,0,424.0
425,25.140666666666757,6.880000000000023,2.3976118557497563e-06,4.62865524469417,289,4.0,gauss0.65arcmin,1160,431,17,0,425.0
426,25.53133333333342,6.231333333333354,2.6466406305163365e-06,4.622684849552176,181,4.0,gauss0.45arcmin,790,432,17,0,426.0
427,25.274000000000097,4.96333333333335,2.9339887542883417e-06,4.620089836782424,110,4.0,gauss0.35arcmin,502,433,17,0,427.0
428,26.59266666666676,6.176000000000021,3.688392734772936e-06,4.617890188908539,55,4.0,gauss0.25arcmin,59,434,17,0,428.0
429,25.664666666666765,5.644000000000019,3.223363698345212e-06,4.614366417892538,91,4.0,gauss0.3arcmin,297,435,17,0,429.0
430,26.544000000000093,5.390666666666685,3.7596473589680062e-06,4.613970302625749,49,4.0,gauss0.25arcmin,60,436,17,0,430.0
431,25.31866666666675,6.756000000000022,3.53142041305606e-06,4.606933363463867,126,4.0,gauss0.25arcmin,61,437,17,0,431.0
432,26.05466666666674,5.451333333333352,3.663661781923241e-06,4.605166678267724,42,4.0,gauss0.25arcmin,62,438,17,0,432.0
433,26.2300000000001,6.287333333333355,2.9593600705501235e-06,4.594073789621823,115,4.0,gauss0.35arcmin,509,439,17,0,433.0
434,25.86733333333341,6.156666666666688,2.7021707378390164e-06,4.593007609168804,168,4.0,gauss0.45arcmin,794,440,17,0,434.0
435,26.33000000000009,6.298000000000021,3.611848020777879e-06,4.592983268525629,57,4.0,gauss0.25arcmin,66,441,17,0,435.0
436,25.98600000000007,5.939333333333353,3.621285984774054e-06,4.592153263336954,60,4.0,gauss0.25arcmin,67,442,17,0,436.0
437,25.22466666666674,5.062000000000017,3.591404244762396e-06,4.592038850839677,36,4.0,gauss0.25arcmin,68,443,17,0,437.0
438,25.41866666666674,6.915333333333357,3.1297804565767235e-06,4.591389951339573,82,4.0,gauss0.3arcmin,303,444,17,0,438.0
439,25.97333333333341,5.280666666666685,2.9949612132142395e-06,4.587951756915161,112,4.0,gauss0.35arcmin,511,445,17,0,439.0
440,26.304000000000084,5.019333333333352,3.640117626100923e-06,4.574156951955778,60,4.0,gauss0.25arcmin,72,446,17,0,440.0
441,25.74000000000008,6.492000000000022,2.464349740332837e-06,4.574082051201676,241,4.0,gauss0.6arcmin,1086,447,17,0,441.0
442,25.88066666666676,5.283333333333351,3.638123737905264e-06,4.573092240388376,51,4.0,gauss0.25arcmin,73,448,17,0,442.0
443,25.376000000000086,5.689333333333352,3.5393067145502374e-06,4.569270262890583,53,4.0,gauss0.25arcmin,74,449,17,0,443.0
444,25.242666666666743,5.308000000000018,2.9468887015092003e-06,4.568497928193378,95,4.0,gauss0.35arcmin,514,450,17,0,444.0
445,25.10466666666675,6.827333333333357,2.459820163662696e-06,4.561346669490308,199,4.0,gauss0.55arcmin,1001,451,17,0,445.0
446,26.208666666666744,6.512000000000022,3.514283259795568e-06,4.559759751376196,56,4.0,gauss0.25arcmin,76,452,17,0,446.0
447,26.16400000000009,7.016000000000024,3.0699753275811466e-06,4.5564922285389535,73,4.0,gauss0.3arcmin,309,453,17,0,447.0
448,25.45400000000009,5.150666666666684,3.5659650868519623e-06,4.553966752141158,57,4.0,gauss0.25arcmin,80,454,17,0,448.0
449,25.90466666666675,5.662666666666686,2.439844780109332e-06,4.552001154709751,334,4.0,gauss0.75arcmin,1302,455,17,0,449.0
450,26.068666666666758,5.074000000000017,3.618232340677641e-06,4.551111231163499,44,4.0,gauss0.25arcmin,81,456,17,0,450.0
451,25.87733333333341,6.331333333333355,2.64575743183016e-06,4.540788094956572,169,4.0,gauss0.45arcmin,796,457,17,0,451.0
452,26.860000000000085,5.88200000000002,2.8017638392307223e-06,4.538134077465686,126,4.0,gauss0.4arcmin,668,458,17,0,452.0
453,25.335333333333423,5.762666666666688,2.424164069017434e-06,4.537912259673334,237,4.0,gauss0.6arcmin,1089,459,17,0,453.0
454,25.506666666666742,5.166000000000017,2.77405376460412e-06,4.535822678745012,128,4.0,gauss0.4arcmin,669,460,17,0,454.0
455,26.160666666666742,6.286000000000021,3.556602349031489e-06,4.534591594166327,43,4.0,gauss0.25arcmin,84,461,17,0,455.0
456,25.85066666666676,6.396666666666689,3.5077231346985093e-06,4.533455087735358,57,4.0,gauss0.25arcmin,85,462,17,0,456.0
457,26.896000000000093,6.658666666666689,3.47596560476163e-06,4.525472117224745,45,4.0,gauss0.25arcmin,87,463,17,0,457.0
458,25.386000000000084,5.263333333333351,3.5410791027740632e-06,4.522203092594125,52,4.0,gauss0.25arcmin,88,464,17,0,458.0
459,26.87800000000009,6.410000000000022,3.49024452052104e-06,4.521130024572869,40,4.0,gauss0.25arcmin,89,465,17,0,459.0
460,26.87533333333343,6.699333333333356,3.4728695906082288e-06,4.52095715227687,56,4.0,gauss0.25arcmin,90,466,17,0,460.0
461,25.511333333333425,6.584000000000022,3.462116907326368e-06,4.516265282226824,56,4.0,gauss0.25arcmin,92,467,17,0,461.0
